side1,side2,side3,side12,side22,side32,validity
4929,130572,130665,24295041,17049047184,17073342225,1
1089,577,578,1185921,332929,334084,0
714,6048,6090,509796,36578304,37088100,1
1298,75,1300,1684804,5625,1690000,0
3687,160,3688,13593969,25600,13601344,0
2307,100,2309,5322249,10000,5331481,0
44460,1155,44475,1976691600,1334025,1978025625,1
-19,0,19,361,0,361,1
578,139,580,334084,19321,336400,0
162540,7392,162708,26419251600,54641664,26473893264,1
2536,87,2537,6431296,7569,6436369,0
1285,131,1287,1651225,17161,1656369,0
-39,-1,40,1521,1,1600,0
48,17,49,2304,289,2401,0
8316,1680,8484,69155856,2822400,71978256,1
93840,3995,93925,8805945600,15960025,8821905625,1
49667,4011,48662,2466810889,16088121,2367990244,0
936,18240,18264,876096,332697600,333573696,1
5632,90024,90200,31719424,8104320576,8136040000,1
6294,1175,6259,39614436,1380625,39175081,0
142786,5952,142910,20387841796,35426304,20423268100,1
51888,2209,51935,2692364544,4879681,2697244225,1
3692,165,3693,13630864,27225,13638249,0
15653,1498,15357,245016409,2244004,235837449,0
52224,3168,52320,2727346176,10036224,2737382400,1
84000,4100,84100,7056000000,16810000,7072810000,1
54390,3024,54474,2958272100,9144576,2967416676,1
9216,1088,9280,84934656,1183744,86118400,1
1312,26880,26912,1721344,722534400,724255744,1
35280,1722,35322,1244678400,2965284,1247643684,1
21841,1865,21066,477029281,3478225,443776356,0
2575,126,2576,6630625,15876,6635776,0
19685,3262,16953,387499225,10640644,287404209,0
343620,7553,343703,118074704400,57047809,118131752209,1
1045,9900,9955,1092025,98010000,99102025,1
1917,118,1918,3674889,13924,3678724,0
33075,2548,33173,1093955625,6492304,1100447929,1
552,1035,1173,304704,1071225,1375929,1
728,2496,2600,529984,6230016,6760000,1
369,82,371,136161,6724,137641,0
392,1344,1400,153664,1806336,1960000,1
21842,2294,21224,477072964,5262436,450458176,0
687,40,688,471969,1600,473344,0
0,0,0,0,0,0,1
1850,34200,34250,3422500,1169640000,1173062500,1
702,3120,3198,492804,9734400,10227204,1
294,71,296,86436,5041,87616,0
1376,82,1378,1893376,6724,1898884,0
1768,30030,30082,3125824,901800900,904926724,1
2080,13440,13600,4326400,180633600,184960000,1
352,264,440,123904,69696,193600,1
192,1530,1542,36864,2340900,2377764,1
13417,1362,13171,180015889,1855044,173475241,0
5104,73920,74096,26050816,5464166400,5490217216,1
11500,960,11540,132250000,921600,133171600,1
42561,2905,41894,1811438721,8439025,1755107236,0
76260,2501,76301,5815587600,6255001,5821842601,1
47736,2730,47814,2278725696,7452900,2286178596,1
770,4200,4270,592900,17640000,18232900,1
800,439,441,640000,192721,194481,0
13248,1564,13340,175509504,2446096,177955600,1
2727,136,2728,7436529,18496,7441984,0
41801,2866,41133,1747323601,8213956,1691923689,0
57602,4654,55344,3317990404,21659716,3062958336,0
46872,1705,46903,2196984384,2907025,2199891409,1
28082,3286,27912,788598724,10797796,779079744,0
2026,105,2027,4104676,11025,4108729,0
88060,2553,88097,7754563600,6517809,7761081409,1
650,1560,1690,422500,2433600,2856100,1
1830,13664,13786,3348900,186704896,190053796,1
119,85,121,14161,7225,14641,0
189,47,191,35721,2209,36481,0
247968,5976,248040,61488129024,35712576,61523841600,1
1620,101,1622,2624400,10201,2630884,0
72,646,650,5184,417316,422500,1
1193,136,1194,1423249,18496,1425636,0
18720,2210,18850,350438400,4884100,355322500,1
4970,86904,87046,24700900,7552305216,7577006116,1
1067,575,1198,1138489,330625,1435204,0
93241,5146,90683,8693884081,26481316,8223406489,0
1012,5520,5612,1024144,30470400,31494544,1
910,128,912,828100,16384,831744,0
1045,9900,9955,1092025,98010000,99102025,1
109668,2849,109705,12027070224,8116801,12035187025,1
339528,7990,339622,115279262784,63840100,115343102884,1
812,439,909,659344,192721,826281,0
1935,88,1937,3744225,7744,3751969,1
570,760,950,324900,577600,902500,1
2883,134044,134075,8311689,17967793936,17976105625,1
282241,10427,277692,79659982081,108722329,77112846864,0
121442,7284,119434,14748159364,53056656,14264480356,0
130464,7895,128929,17020855296,62331025,16622687041,0
6776,260832,260920,45914176,68033332224,68079246400,1
44051,2940,44149,1940490601,8643600,1949134201,1
67,36,68,4489,1296,4624,0
1200,49,1201,1440000,2401,1442401,1
124490,8028,123374,15497760100,64448784,15221143876,0
74,67,75,5476,4489,5625,0
1575,49600,49625,2480625,2460160000,2462640625,1
0,64,64,0,4096,4096,1
809,88,810,654481,7744,656100,0
29401,2421,29078,864418801,5861241,845530084,0
32149,2386,31547,1033558201,5692996,995213209,0
62608,4644,62780,3919761664,21566736,3941328400,1
988,6384,6460,976144,40755456,41731600,1
794,344,842,630436,118336,708964,0
574,92,576,329476,8464,331776,0
16896,520,16904,285474816,270400,285745216,1
1737,139,1739,3017169,19321,3024121,0
432,3876,3900,186624,15023376,15210000,1
818,354,868,669124,125316,753424,0
61382,4799,60539,3767749924,23030401,3664970521,0
857,130,859,734449,16900,737881,0
3570,151704,151746,12744900,23014103616,23026848516,1
118300,4641,118391,13994890000,21538881,14016428881,1
78661,5778,74629,6187552921,33385284,5569487641,0
422,100,424,178084,10000,179776,0
21528,1725,21597,463454784,2975625,466430409,1
4488,134,4490,20142144,17956,20160100,1
12768,1280,12832,163021824,1638400,164660224,1
370,33,371,136900,1089,137641,0
28560,828,28572,815673600,685584,816359184,1
3458,1042,3564,11957764,1085764,12702096,0
1560,9295,9425,2433600,86397025,88830625,1
5695,190740,190825,32433025,36381747600,36414180625,1
707,130,708,499849,16900,501264,0
522,7560,7578,272484,57153600,57426084,1
29070,3240,29250,845064900,10497600,855562500,1
4060,58800,58940,16483600,3457440000,3473923600,1
15662,1847,14971,245298244,3411409,224130841,0
840,58,842,705600,3364,708964,1
1860,28800,28860,3459600,829440000,832899600,1
74820,2537,74863,5598032400,6436369,5604468769,1
0,-68,68,0,4624,4624,1
100801,5267,99732,10160841601,27741289,9946471824,0
14430,2072,14578,208224900,4293184,212518084,1
9074,1546,9036,82337476,2390116,81649296,0
634,123,635,401956,15129,403225,0
176400,3564,176436,31116960000,12702096,31129662096,1
17922,2594,17884,321198084,6728836,319837456,0
61993,4855,58648,3843132049,23571025,3439587904,0
112097,6899,110176,12565737409,47596201,12138750976,0
11234,1580,11054,126202756,2496400,122190916,0
-44,0,44,1936,0,1936,1
6111,1552,6305,37344321,2408704,39753025,1
1190,103,1192,1416100,10609,1420864,0
56088,3034,56170,3145863744,9205156,3155068900,1
14492,1759,14109,210018064,3094081,199063881,0
4554,157080,157146,20738916,24674126400,24694865316,1
2316,139,2317,5363856,19321,5368489,0
0,5,5,0,25,25,1
118037,7215,116308,13932733369,52056225,13527550864,0
17550,1352,17602,308002500,1827904,309830404,1
7938,321440,321538,63011844,103323673600,103386685444,1
67680,2944,67744,4580582400,8667136,4589249536,1
56115,2552,56173,3148893225,6512704,3155405929,1
464,105,466,215296,11025,217156,0
11895,1708,12017,141491025,2917264,144408289,1
3224,49920,50024,10394176,2492006400,2502400576,1
4824,86765,86899,23270976,7528165225,7551436201,1
61,0,61,3721,0,3721,1
3984,165312,165360,15872256,27328057344,27343929600,1
4200,62930,63070,17640000,3960184900,3977824900,1
6072,270,6078,36869184,72900,36942084,1
6536,124098,124270,42719296,15400313604,15443032900,1
1152,480,1248,1327104,230400,1557504,1
1798,119,1800,3232804,14161,3240000,0
2040,459,2091,4161600,210681,4372281,1
6560,162,6562,43033600,26244,43059844,1
18722,2074,18204,350513284,4301476,331385616,0
5372,91245,91403,28858384,8325650025,8354508409,1
840,154,854,705600,23716,729316,1
73080,2478,73122,5340686400,6140484,5346826884,1
274,51,276,75076,2601,76176,0
6873,298936,299015,47238129,89362732096,89409970225,1
912,10925,10963,831744,119355625,120187369,1
141,188,235,19881,35344,55225,1
3990,119,3991,15920100,14161,15928081,0
2016,63488,63520,4064256,4030726144,4034790400,1
158930,9158,157336,25258744900,83868964,24754616896,0
1686,88,1688,2842596,7744,2849344,0
58032,4650,58218,3367713024,21622500,3389335524,1
8835,419616,419709,78057225,176077587456,176155644681,1
1911,149,1913,3651921,22201,3659569,0
17280,1116,17316,298598400,1245456,299843856,1
160607,9151,158922,25794608449,83740801,25256202084,0
79562,5704,78534,6330111844,32535616,6167589156,0
4351,120,4352,18931201,14400,18939904,0
3198,157,3199,10227204,24649,10233601,0
11594,1495,11199,134420836,2235025,125417601,0
7152,1319,7129,51151104,1739761,50822641,0
87421,4666,85667,7642431241,21771556,7338834889,0
4167,118,4168,17363889,13924,17372224,0
598,3864,3910,357604,14930496,15288100,1
6050,1004,5906,36602500,1008016,34880836,0
7047,504,7065,49660209,254016,49914225,1
41953,2843,40932,1760054209,8082649,1675428624,0
551,5220,5249,303601,27248400,27552001,1
3256,60192,60280,10601536,3623076864,3633678400,1
2728,42240,42328,7441984,1784217600,1791659584,1
10368,1224,10440,107495424,1498176,108993600,1
3328,43200,43328,11075584,1866240000,1877315584,1
4611,200552,200605,21261321,40221104704,40242366025,1
355697,11875,352092,126520355809,141015625,123968776464,0
4417,1245,3362,19509889,1550025,11303044,0
214200,6035,214285,45881640000,36421225,45918061225,1
123122,7954,122004,15159026884,63266116,14884976016,0
6120,103950,104130,37454400,10805602500,10843056900,1
54221,4351,53364,2939916841,18931201,2847716496,0
57564,2173,57605,3313614096,4721929,3318336025,1
240,320,400,57600,102400,160000,1
60721,3642,59717,3687039841,13264164,3566120089,0
2294,42408,42470,5262436,1798438464,1803700900,1
262400,6480,262480,68853760000,41990400,68895750400,1
223776,6132,223860,50075698176,37601424,50113299600,1
2,172,174,4,29584,30276,0
66,50,76,4356,2500,5776,0
2200,153,2201,4840000,23409,4844401,0
120,35,125,14400,1225,15625,1
7042,1646,7152,49589764,2709316,51151104,0
4410,99176,99274,19448100,9835878976,9855327076,1
4032,540,4068,16257024,291600,16548624,1
16381,1890,16309,268337161,3572100,265983481,0
24302,2495,23747,590587204,6225025,563920009,0
82320,4018,82418,6776582400,16144324,6792726724,1
1385,136,1386,1918225,18496,1920996,0
26400,2520,26520,696960000,6350400,703310400,1
1,29,30,1,841,900,0
150165,6532,150307,22549527225,42667024,22592194249,1
5402,1088,5390,29181604,1183744,29052100,0
91081,5017,90202,8295748561,25170289,8136400804,0
258,64,260,66564,4096,67600,0
116885,7523,115676,13662103225,56595529,13380936976,0
15288,2366,15470,233722944,5597956,239320900,1
2790,62744,62806,7784100,3936809536,3944593636,1
720,162,738,518400,26244,544644,1
984,2870,3034,968256,8236900,9205156,1
79,65,81,6241,4225,6561,0
525,9180,9195,275625,84272400,84548025,1
1165,143,1167,1357225,20449,1361889,0
45408,1044,45420,2061886464,1089936,2062976400,1
167087,9291,165218,27918065569,86322681,27296987524,0
141372,4221,141435,19986042384,17816841,20003859225,1
10773,1080,10827,116057529,1166400,117223929,1
3234,53312,53410,10458756,2842169344,2852628100,1
639,65,641,408321,4225,410881,0
2052,111,2055,4210704,12321,4223025,1
4598,181,4599,21141604,32761,21150801,0
257869,9586,255067,66496421161,91891396,65059174489,0
84241,5174,81225,7096546081,26770276,6597500625,0
374,3168,3190,139876,10036224,10176100,1
87516,5855,85381,7659050256,34281025,7289915161,0
2499,63700,63749,6245001,4057690000,4063935001,1
388033,12587,383700,150569609089,158432569,147225690000,0
28080,2964,28236,788486400,8785296,797271696,1
12240,1292,12308,149817600,1669264,151486864,1
2443,132,2444,5968249,17424,5973136,0
7524,372400,372476,56610576,138681760000,138738370576,1
21889,1831,21272,479128321,3352561,452497984,0
61882,5264,61374,3829381924,27709696,3766767876,0
300,46,302,90000,2116,91204,0
2784,33350,33466,7750656,1112222500,1119973156,1
240,73,242,57600,5329,58564,0
33264,1210,33286,1106493696,1464100,1107957796,1
656,492,820,430336,242064,672400,1
24320,1248,24352,591462400,1557504,593019904,1
1080,3150,3330,1166400,9922500,11088900,1
1040,5148,5252,1081600,26501904,27583504,1
276,207,345,76176,42849,119025,1
7561,1732,6107,57168721,2999824,37295449,0
3306,143792,143830,10929636,20676139264,20687068900,1
748,8211,8245,559504,67420521,67980025,1
76,720,724,5776,518400,524176,1
22850,2408,21866,522122500,5798464,478121956,0
85,83,87,7225,6889,7569,0
89058,5894,87208,7931327364,34739236,7605235264,0
505,217,538,255025,47089,289444,0
58435,3900,58565,3414649225,15210000,3429859225,1
73984,4488,74120,5473632256,20142144,5493774400,1
3300,605,3355,10890000,366025,11256025,1
84,112,140,7056,12544,19600,1
133,36,134,17689,1296,17956,0
34320,869,34331,1177862400,755161,1178617561,1
120,22,122,14400,484,14884,1
22277,2339,21716,496264729,5470921,471584656,0
15458,2534,15496,238949764,6421156,240126016,0
1030,63,1031,1060900,3969,1062961,0
25200,2660,25340,635040000,7075600,642115600,1
101,76,123,10201,5776,15129,0
107,139,174,11449,19321,30276,0
1531,164,1533,2343961,26896,2350089,0
4136,97152,97240,17106496,9438511104,9455617600,1
73200,2989,73261,5358240000,8934121,5367174121,1
7425,1500,7575,55130625,2250000,57380625,1
0,0,0,0,0,0,1
67725,3080,67795,4586675625,9486400,4596162025,1
47041,3487,46688,2212855681,12159169,2179769344,0
308881,10862,305937,95407472161,117983044,93597447969,0
1843,17460,17557,3396649,304851600,308248249,1
160,1275,1285,25600,1625625,1651225,1
214201,8521,211978,45882068401,72607441,44934672484,0
379,92,381,143641,8464,145161,0
1760,396,1804,3097600,156816,3254416,1
780,143,793,608400,20449,628849,1
2960,29526,29674,8761600,871784676,880546276,1
24962,2574,24464,623101444,6625476,598487296,0
48564,2627,48635,2358462096,6901129,2365363225,1
494,3192,3230,244036,10188864,10432900,1
1350,18200,18250,1822500,331240000,333062500,1
93024,5320,93176,8653464576,28302400,8681766976,1
14353,1668,13307,206008609,2782224,177076249,0
14104,672,14120,198922816,451584,199374400,1
1560,10080,10200,2433600,101606400,104040000,1
332,13776,13780,110224,189778176,189888400,1
20460,1280,20500,418611600,1638400,420250000,1
1245,158,1247,1550025,24964,1555009,0
27936,3298,28130,780420096,10876804,791296900,1
105940,6623,103821,11223283600,43864129,10778800041,0
442176,9118,442270,195519614976,83137924,195602752900,1
82082,5654,80744,6737454724,31967716,6519593536,0
7562,1484,7586,57183844,2202256,57547396,0
94192,3306,94250,8872132864,10929636,8883062500,1
3487,126,3488,12159169,15876,12166144,0
5244,180880,180956,27499536,32717574400,32745073936,1
418,3960,3982,174724,15681600,15856324,1
173,31,175,29929,961,30625,0
240,46,242,57600,2116,58564,0
707,84,709,499849,7056,502681,0
4020,134640,134700,16160400,18127929600,18144090000,1
58435,3900,58565,3414649225,15210000,3429859225,1
3300,123728,123772,10890000,15308617984,15319507984,1
3358,159,3359,11276164,25281,11282881,0
19322,2199,18959,373339684,4835601,359443681,0
4562,1088,4610,20811844,1183744,21252100,0
3136,420,3164,9834496,176400,10010896,1
1115,93,1117,1243225,8649,1247689,0
1800,22464,22536,3240000,504631296,507871296,1
34224,1457,34255,1171282176,2122849,1173405025,1
0,0,0,0,0,0,1
8245,350364,350461,67980025,122754932496,122822912521,1
1950,73112,73138,3802500,5345364544,5349167044,1
178,59,180,31684,3481,32400,0
1188,13041,13095,1411344,170067681,171479025,1
18061,3952,14537,326199721,15618304,211324369,0
190352,10303,188505,36233883904,106151809,35534135025,0
980,17136,17164,960400,293642496,294602896,1
2809,1457,1458,7890481,2122849,2125764,0
2882,626,2828,8305924,391876,7997584,0
64960,2280,65000,4219801600,5198400,4225000000,1
62161,3833,61434,3863989921,14691889,3774136356,0
2898,736,2990,8398404,541696,8940100,1
812,11760,11788,659344,138297600,138956944,1
1380,15840,15900,1904400,250905600,252810000,1
2390,183,2392,5712100,33489,5721664,0
123424,4332,123500,15233483776,18766224,15252250000,1
28288,1716,28340,800210944,2944656,803155600,1
3121,3120,79,9740641,9734400,6241,1
760,86,762,577600,7396,580644,0
224848,4836,224900,50556623104,23386896,50580010000,1
1521,799,800,2313441,638401,640000,0
168,490,518,28224,240100,268324,1
