side1,side2,side3,side1+side2,side1+side3,side2+side3,validity
70338,80870,90148,151208,160486,171018,1
49980,990,78414,50970,128394,79404,0
24809,73980,19228,98789,44037,93208,0
27487,96025,82894,123512,110381,178919,1
59693,70455,42341,130148,102034,112796,1
79274,12525,73736,91799,153010,86261,1
13777,54992,8716,68769,22493,63708,0
60582,12720,59035,73302,119617,71755,1
96985,1347,55487,98332,152472,56834,0
46696,28212,38739,74908,85435,66951,1
53167,69883,22379,123050,75546,92262,1
16708,78602,87258,95310,103966,165860,1
45207,85972,45811,131179,91018,131783,1
97682,38530,49051,136212,146733,87581,0
77383,81574,58385,158957,135768,139959,1
4339,14705,55227,19044,59566,69932,0
18353,96811,85047,115164,103400,181858,1
43545,8313,74294,51858,117839,82607,0
576,58829,89157,59405,89733,147986,0
22704,67152,44476,89856,67180,111628,1
3384,61926,48630,65310,52014,110556,0
78602,1187,63963,79789,142565,65150,0
54494,43290,77474,97784,131968,120764,1
98365,67441,98010,165806,196375,165451,1
73938,53377,40620,127315,114558,93997,1
57096,79118,55708,136214,112804,134826,1
14665,74862,93749,89527,108414,168611,0
38574,41627,42856,80201,81430,84483,1
42500,9828,54057,52328,96557,63885,0
77691,17494,96508,95185,174199,114002,0
38076,36173,27608,74249,65684,63781,1
16520,39296,44549,55816,61069,83845,1
65862,25060,6357,90922,72219,31417,0
37229,60108,85559,97337,122788,145667,1
41724,94787,45958,136511,87682,140745,0
21233,2494,45020,23727,66253,47514,0
13892,21524,32569,35416,46461,54093,1
38820,83870,90822,122690,129642,174692,1
11282,85005,36018,96287,47300,121023,0
35902,40406,27039,76308,62941,67445,1
54698,12164,54512,66862,109210,66676,1
53424,77710,4754,131134,58178,82464,0
78263,63810,53636,142073,131899,117446,1
58750,79287,24629,138037,83379,103916,1
52673,53194,37289,105867,89962,90483,1
21027,77866,40563,98893,61590,118429,0
13218,65538,49010,78756,62228,114548,0
47666,957,83704,48623,131370,84661,0
80272,54286,66577,134558,146849,120863,1
39900,88375,42353,128275,82253,130728,0
5879,60927,20549,66806,26428,81476,0
12580,407,72756,12987,85336,73163,0
67873,31992,80550,99865,148423,112542,1
94464,86181,78452,180645,172916,164633,1
84499,17601,58479,102100,142978,76080,0
22536,88011,85211,110547,107747,173222,1
21971,88061,46210,110032,68181,134271,0
12021,182,85710,12203,97731,85892,0
92058,15227,7748,107285,99806,22975,0
87841,69062,56635,156903,144476,125697,1
64671,40360,83248,105031,147919,123608,1
31391,45199,82025,76590,113416,127224,0
82841,20676,76841,103517,159682,97517,1
68132,77423,90029,145555,158161,167452,1
86424,80004,29920,166428,116344,109924,1
58774,85191,33204,143965,91978,118395,1
45649,68470,39293,114119,84942,107763,1
48584,72164,94548,120748,143132,166712,1
59965,85789,16764,145754,76729,102553,0
96107,74659,53654,170766,149761,128313,1
19377,22039,32198,41416,51575,54237,1
52924,41981,80696,94905,133620,122677,1
52883,55208,48806,108091,101689,104014,1
29448,30732,6882,60180,36330,37614,1
76903,30970,78782,107873,155685,109752,1
79095,17733,40414,96828,119509,58147,0
15605,39305,92741,54910,108346,132046,0
17814,65007,70529,82821,88343,135536,1
84968,99864,29911,184832,114879,129775,1
44045,33436,61191,77481,105236,94627,1
61478,33112,77408,94590,138886,110520,1
94891,90642,26570,185533,121461,117212,1
6264,4640,61286,10904,67550,65926,0
46397,23339,1459,69736,47856,24798,0
94936,58278,58626,153214,153562,116904,1
65130,25720,2811,90850,67941,28531,0
69997,43970,35207,113967,105204,79177,1
75718,99308,18333,175026,94051,117641,0
85932,30383,95043,116315,180975,125426,1
68581,3985,67905,72566,136486,71890,1
92350,43546,66868,135896,159218,110414,1
85924,96956,98453,182880,184377,195409,1
78395,95108,33602,173503,111997,128710,1
87510,10610,62792,98120,150302,73402,0
19749,68009,96308,87758,116057,164317,0
72549,71237,56701,143786,129250,127938,1
5823,4958,22058,10781,27881,27016,0
15033,81562,88554,96595,103587,170116,1
50214,40607,35623,90821,85837,76230,1
52674,92751,88494,145425,141168,181245,1
91801,49526,64177,141327,155978,113703,1
96058,49038,95116,145096,191174,144154,1
48711,17906,27562,66617,76273,45468,0
93591,37772,54804,131363,148395,92576,0
4161,59056,32723,63217,36884,91779,0
32207,44394,45987,76601,78194,90381,1
8139,54057,833,62196,8972,54890,0
28226,46996,72547,75222,100773,119543,1
73936,40602,45722,114538,119658,86324,1
23837,25045,61887,48882,85724,86932,0
21361,73661,75052,95022,96413,148713,1
97558,22155,39915,119713,137473,62070,0
68377,4456,27179,72833,95556,31635,0
51429,82090,22279,133519,73708,104369,0
4241,10530,6516,14771,10757,17046,1
21061,9541,3385,30602,24446,12926,0
77532,46809,65717,124341,143249,112526,1
82285,37895,57077,120180,139362,94972,1
38203,86545,40323,124748,78526,126868,0
97505,1333,75615,98838,173120,76948,0
29709,29321,24373,59030,54082,53694,1
34821,5518,21236,40339,56057,26754,0
30496,49261,95654,79757,126150,144915,0
31086,44372,18602,75458,49688,62974,1
40940,82112,53688,123052,94628,135800,1
34205,12017,39513,46222,73718,51530,1
74602,22237,85860,96839,160462,108097,1
53219,6613,50071,59832,103290,56684,1
12317,65141,72916,77458,85233,138057,1
91881,11550,81018,103431,172899,92568,1
19577,51222,23138,70799,42715,74360,0
49373,44403,58230,93776,107603,102633,1
29535,65636,17159,95171,46694,82795,0
61940,30788,67571,92728,129511,98359,1
93024,73218,1191,166242,94215,74409,0
30029,56057,23259,86086,53288,79316,0
90120,23378,29194,113498,119314,52572,0
78880,45176,30326,124056,109206,75502,0
32708,25245,40057,57953,72765,65302,1
54899,25150,44580,80049,99479,69730,1
23226,98410,19909,121636,43135,118319,0
4634,83684,73765,88318,78399,157449,0
82758,10549,31136,93307,113894,41685,0
57518,37650,63388,95168,120906,101038,1
73672,11423,64316,85095,137988,75739,1
7541,49711,61568,57252,69109,111279,0
19943,86845,27891,106788,47834,114736,0
14702,34989,90135,49691,104837,125124,0
24416,87704,34792,112120,59208,122496,0
73440,51004,14960,124444,88400,65964,0
45550,31470,16879,77020,62429,48349,1
21436,40430,28560,61866,49996,68990,1
27565,68614,27219,96179,54784,95833,0
8165,57981,88908,66146,97073,146889,0
75071,27794,92363,102865,167434,120157,1
13223,2653,64184,15876,77407,66837,0
91000,58379,93271,149379,184271,151650,1
49692,87745,56872,137437,106564,144617,1
47021,15746,72606,62767,119627,88352,0
74382,21493,80491,95875,154873,101984,1
56823,62633,86779,119456,143602,149412,1
38281,69633,46968,107914,85249,116601,1
71548,36382,62063,107930,133611,98445,1
75576,88336,79339,163912,154915,167675,1
89333,2829,48795,92162,138128,51624,0
97597,90865,67860,188462,165457,158725,1
11661,30498,98085,42159,109746,128583,0
50620,29432,37308,80052,87928,66740,1
83350,15034,39139,98384,122489,54173,0
16579,89314,30768,105893,47347,120082,0
47499,28527,49445,76026,96944,77972,1
8660,67219,90236,75879,98896,157455,0
13359,1566,43739,14925,57098,45305,0
79039,83028,80022,162067,159061,163050,1
2483,5108,48334,7591,50817,53442,0
57809,69216,81454,127025,139263,150670,1
83757,25888,7715,109645,91472,33603,0
78732,90600,6905,169332,85637,97505,0
14565,2418,14426,16983,28991,16844,1
59460,58797,69487,118257,128947,128284,1
81784,59045,82135,140829,163919,141180,1
63266,844,14516,64110,77782,15360,0
28524,45994,88963,74518,117487,134957,0
74475,45798,89546,120273,164021,135344,1
63253,95252,90073,158505,153326,185325,1
94313,4774,66770,99087,161083,71544,0
18114,25024,3434,43138,21548,28458,0
83241,91473,13075,174714,96316,104548,1
42641,27364,14993,70005,57634,42357,0
68123,24471,7032,92594,75155,31503,0
67549,63623,40408,131172,107957,104031,1
84545,79858,65435,164403,149980,145293,1
95455,79360,57937,174815,153392,137297,1
8512,49423,52552,57935,61064,101975,1
23779,16934,84005,40713,107784,100939,0
6816,95069,2151,101885,8967,97220,0
32011,21160,86782,53171,118793,107942,0
6028,93253,53162,99281,59190,146415,0
93311,69922,60368,163233,153679,130290,1
74534,36734,50838,111268,125372,87572,1
19293,88170,81105,107463,100398,169275,1
98994,46596,62892,145590,161886,109488,1
3924,86995,489,90919,4413,87484,0
64436,67075,99636,131511,164072,166711,1
4078,76848,19657,80926,23735,96505,0
78483,35822,10856,114305,89339,46678,0
22671,90097,91160,112768,113831,181257,1
53854,31121,70922,84975,124776,102043,1
23838,16447,45184,40285,69022,61631,0
32966,30220,11226,63186,44192,41446,1
91783,82084,13117,173867,104900,95201,1
41740,59424,97823,101164,139563,157247,1
2977,14623,96688,17600,99665,111311,0
60931,79626,98759,140557,159690,178385,1
57162,5965,86653,63127,143815,92618,0
94983,49427,24970,144410,119953,74397,0
58158,33661,21145,91819,79303,54806,0
1212,42594,27431,43806,28643,70025,0
26523,90012,53656,116535,80179,143668,0
77957,76301,81741,154258,159698,158042,1
22601,22891,11708,45492,34309,34599,1
72809,77872,85475,150681,158284,163347,1
5276,68190,4487,73466,9763,72677,0
85498,62868,2885,148366,88383,65753,0
6318,82829,87686,89147,94004,170515,1
79910,66502,82507,146412,162417,149009,1
33522,72639,95880,106161,129402,168519,1
22775,62907,81300,85682,104075,144207,1
84937,58268,25979,143205,110916,84247,0
76877,22961,22814,99838,99691,45775,0
67919,73907,8481,141826,76400,82388,1
43713,73269,66961,116982,110674,140230,1
49457,97465,32722,146922,82179,130187,0
39628,51560,55264,91188,94892,106824,1
72082,10049,63876,82131,135958,73925,1
34150,52193,99128,86343,133278,151321,0
63925,68562,33844,132487,97769,102406,1
53422,20231,93115,73653,146537,113346,0
58124,54275,50923,112399,109047,105198,1
33134,51615,38539,84749,71673,90154,1
97797,34389,80529,132186,178326,114918,1
51593,30317,77568,81910,129161,107885,1
53488,84752,40382,138240,93870,125134,1
92453,14229,62035,106682,154488,76264,0
86391,21426,87958,107817,174349,109384,1
98182,82087,7530,180269,105712,89617,0
61936,2525,59203,64461,121139,61728,0
18582,82422,69982,101004,88564,152404,1
4195,4231,31255,8426,35450,35486,0
62698,71980,83904,134678,146602,155884,1
28986,26225,51904,55211,80890,78129,1
66552,48936,45601,115488,112153,94537,1
60075,99441,78662,159516,138737,178103,1
22147,63332,48597,85479,70744,111929,1
21520,32561,10076,54081,31596,42637,0
50833,96256,19419,147089,70252,115675,0
85031,83457,33317,168488,118348,116774,1
68209,55003,37227,123212,105436,92230,1
56120,81067,73308,137187,129428,154375,1
94357,72449,70015,166806,164372,142464,1
39429,84932,25225,124361,64654,110157,0
46664,68623,2571,115287,49235,71194,0
34918,7758,26499,42676,61417,34257,0
41414,43138,34042,84552,75456,77180,1
99177,81216,70867,180393,170044,152083,1
42210,94324,69303,136534,111513,163627,1
77303,36331,74465,113634,151768,110796,1
65379,25714,24284,91093,89663,49998,0
28195,37317,53773,65512,81968,91090,1
41293,35859,57100,77152,98393,92959,1
94105,14684,22488,108789,116593,37172,0
16064,15326,42414,31390,58478,57740,0
57052,87770,42552,144822,99604,130322,1
28734,85645,86159,114379,114893,171804,1
90729,7039,38466,97768,129195,45505,0
8605,42888,90446,51493,99051,133334,0
31216,55220,1625,86436,32841,56845,0
86393,25518,24970,111911,111363,50488,0
69634,21812,98028,91446,167662,119840,0
58276,38949,25728,97225,84004,64677,1
50679,70734,41477,121413,92156,112211,1
43447,87408,92554,130855,136001,179962,1
47486,19763,15448,67249,62934,35211,0
678,41176,7604,41854,8282,48780,0
19048,29914,91431,48962,110479,121345,0
49136,20717,17530,69853,66666,38247,0
42680,5855,5301,48535,47981,11156,0
74877,30874,62734,105751,137611,93608,1
6492,75855,87432,82347,93924,163287,0
47117,13669,98541,60786,145658,112210,0
74720,32738,3386,107458,78106,36124,0
98067,59497,11799,157564,109866,71296,0
87172,36219,33525,123391,120697,69744,0
68526,88365,70578,156891,139104,158943,1
58273,28196,92577,86469,150850,120773,0
82335,13274,86557,95609,168892,99831,1
89944,2083,26335,92027,116279,28418,0
48459,8559,96168,57018,144627,104727,0
32367,80556,82823,112923,115190,163379,1
84206,57822,74278,142028,158484,132100,1
53823,48162,39534,101985,93357,87696,1
65901,5516,53032,71417,118933,58548,0
