side1,side2,side3,side1^2,side2^2,side3^2,validity
34064,12896,32120,1160356096,166306816,1031694400,0
10098,27720,29502,101969604,768398400,870368004,1
19067,36689,38471,363550489,1346082721,1480017841,0
26820,25200,9180,719312400,635040000,84272400,1
34766,33146,17126,1208674756,1098657316,293299876,0
45360,48276,16524,2057529600,2330572176,273042576,1
52571,55487,23735,2763710041,3078807169,563350225,0
34866,11934,32760,1215637956,142420356,1073217600,1
38854,15922,36748,1509633316,253510084,1350415504,0
8112,9295,12337,65804544,86397025,152201569,1
11773,12956,15998,138603529,167857936,255936004,0
61685,46475,40560,3805039225,2159925625,1645113600,1
64095,48885,42970,4108169025,2389743225,1846420900,0
86359,65065,56784,7457876881,4233454225,3224422656,1
86673,65379,57098,7512208929,4274413641,3260181604,0
18590,16224,24674,345588100,263218176,608806276,1
25368,23002,31452,643535424,529092004,989228304,0
49348,37180,32448,2435225104,1382352400,1052872704,1
54210,42042,37310,2938724100,1767529764,1392036100,0
74022,48672,55770,5479256484,2368963584,3110292900,1
82069,56719,63817,6735320761,3217044961,4072609489,0
98696,64896,74360,9740900416,4211490816,5529409600,1
107285,73485,82949,11510071225,5400045225,6880536601,0
6244,7805,4683,38987536,60918025,21930489,1
15276,16837,13715,233356176,283484569,188101225,0
46830,28098,37464,2193048900,789497604,1403551296,1
56414,37682,47048,3182539396,1419933124,2213514304,0
62440,37464,49952,3898753600,1403551296,2495202304,1
67518,42542,55030,4558680324,1809821764,3028300900,0
9366,15610,12488,87721956,243672100,155950144,1
18854,25098,21976,355473316,629909604,482944576,0
18732,31220,24976,350887824,974688400,623800576,1
24348,36836,30592,592825104,1356890896,935870464,0
32781,54635,43708,1074593961,2984983225,1910389264,1
39866,61720,50793,1589297956,3809358400,2579928849,0
31220,39025,23415,974688400,1522950625,548262225,1
39359,47164,31554,1549130881,2224442896,995654916,0
4947,3315,3672,24472809,10989225,13483584,1
6449,4817,5174,41589601,23203489,26770276,0
46410,51408,69258,2153888100,2642782464,4796670564,1
54652,59650,77500,2986841104,3558122500,6006250000,0
62424,84099,56355,3896755776,7072641801,3175886025,1
66741,88416,60672,4454361081,7817389056,3681091584,0
79152,58752,53040,6265039104,3451797504,2813241600,1
88741,68341,62629,7874965081,4670492281,3922391641,0
54417,36465,40392,2961209889,1329696225,1631513664,1
55591,37639,41566,3090359281,1416694321,1727732356,0
43095,47736,64311,1857179025,2278725696,4135904721,1
51465,56106,72681,2648646225,3147883236,5282527761,0
49725,55080,74205,2472575625,3033806400,5506382025,1
54892,60247,79372,3013131664,3629701009,6299914384,0
8435,8372,1029,71149225,70090384,1058841,1
10748,10685,3342,115519504,114169225,11168964,0
5145,41860,42175,26471025,1752259600,1778730625,1
11926,48641,48956,142229476,2365946881,2396689936,0
66976,8232,67480,4485784576,67765824,4553550400,1
76485,17741,76989,5849955225,314743081,5927306121,0
16744,2058,16870,280361536,4235364,284596900,1
26541,11855,26667,704424681,140541025,711128889,0
25305,25116,3087,640343025,630813456,9529569,1
27139,26950,4921,736525321,726302500,24216241,0
59045,58604,7203,3486312025,3434428816,51883209,1
59438,58997,7596,3532875844,3480646009,57699216,0
50232,50610,6174,2523253824,2561372100,38118276,1
53849,54227,9791,2899714801,2940567529,95863681,0
1534,10030,9912,2353156,100600900,98247744,1
8418,16914,16796,70862724,286083396,282105616,0
19824,3068,20060,392990976,9412624,402403600,1
22978,6222,23214,527988484,38713284,538889796,0
6136,39648,40120,37650496,1571963904,1609614400,1
10066,43578,44050,101324356,1899042084,1940402500,0
79296,80240,12272,6287855616,6438457600,150601984,1
80379,81323,13355,6460783641,6613430329,178356025,0
10738,70210,69384,115304644,4929444100,4814139456,1
17644,77116,76290,311310736,5946877456,5820164100,0
7670,50150,49560,58828900,2515022500,2456193600,1
12565,55045,54455,157879225,3029952025,2965347025,0
30090,4602,29736,905408100,21178404,884229696,1
38593,13105,38239,1489419649,171741025,1462221121,0
9360,4158,10242,87609600,17288964,104898564,1
15738,10536,16620,247684644,111007296,276224400,0
61452,24948,56160,3776348304,622402704,3153945600,1
63016,26512,57724,3971016256,702886144,3332060176,0
12474,28080,30726,155600676,788486400,944087076,1
22040,37646,40292,485761600,1417221316,1623445264,0
65520,29106,71694,4292870400,847159236,5140029636,1
65981,29567,72155,4353492361,874207489,5206344025,0
33264,81936,74880,1106493696,6713508096,5607014400,1
35352,84024,76968,1249763904,7060032576,5924073024,0
51210,20790,46800,2622464100,432224100,2190240000,1
56085,25665,51675,3145527225,658692225,2670305625,0
20484,18720,8316,419594256,350438400,69155856,1
26479,24715,14311,701137441,610831225,204804721,0
2448,7140,7548,5992704,50979600,56972304,1
9040,13732,14140,81721600,188567824,199939600,0
42840,14688,45288,1835265600,215737344,2051002944,1
52368,24216,54816,2742407424,586414656,3004793856,0
37740,12240,35700,1424307600,149817600,1274490000,1
44570,19070,42530,1986484900,363664900,1808800900,0
60384,57120,19584,3646227456,3262694400,383533056,1
68764,65500,27964,4728487696,4290250000,781985296,0
17136,49980,52836,293642496,2498000400,2791642896,1
20823,53667,56523,433597329,2880146889,3194849529,0
7344,21420,22644,53934336,458816400,512750736,1
7473,21549,22773,55845729,464359401,518609529,0
4896,14280,15096,23970816,203918400,227889216,1
7001,16385,17201,49014001,268468225,295874401,0
2139,4060,4589,4575321,16483600,21058921,1
2338,4259,4788,5466244,18139081,22924944,0
25668,55068,48720,658846224,3032484624,2373638400,1
29576,58976,52628,874739776,3478168576,2769706384,0
44660,50479,23529,1994515600,2548129441,553613841,1
51231,57050,30100,2624615361,3254702500,906010000,0
29946,64246,56840,896762916,4127548516,3230785600,1
33437,67737,60331,1118032969,4588301169,3639829561,0
27807,59657,52780,773229249,3558957649,2785728400,1
35035,66885,60008,1227451225,4473603225,3600960064,0
21390,45890,40600,457532100,2105892100,1648360000,1
22812,47312,42022,520387344,2238425344,1765848484,0
78013,36363,69020,6086028169,1322267769,4763760400,1
79817,38167,70824,6370753489,1456719889,5016038976,0
1795,1436,1077,3222025,2062096,1159929,1
8167,7808,7449,66699889,60964864,55487601,0
21540,26925,16155,463971600,724955625,260984025,1
29577,34962,24192,874798929,1222341444,585252864,0
23335,18668,14001,544522225,348494224,196028001,1
28341,23674,19007,803212281,560458276,361266049,0
17232,28720,22976,296941824,824838400,527896576,1
19602,31090,25346,384238404,966588100,642419716,0
32310,19386,25848,1043936100,375816996,668119104,1
36200,23276,29738,1310440000,541772176,884348644,0
11847,15796,19745,140351409,249513616,389865025,1
16079,20028,23977,258534241,401120784,574896529,0
24412,30515,18309,595945744,931165225,335219481,1
33446,39549,27343,1118634916,1564123401,747639649,0
420,2925,2955,176400,8555625,8732025,1
3770,6275,6305,14212900,39375625,39753025,0
44325,6300,43875,1964705625,39690000,1925015625,1
44349,6324,43899,1966833801,39992976,1927122201,0
5040,35100,35460,25401600,1232010000,1257411600,1
9741,39801,40161,94887081,1584119601,1612905921,0
7140,50235,49725,50979600,2523555225,2472575625,1
12065,55160,54650,145564225,3042625600,2986622500,0
5460,38415,38025,29811600,1475712225,1445900625,1
10155,43110,42720,103124025,1858472100,1824998400,0
40950,41370,5880,1676902500,1711476900,34574400,1
50028,50448,14958,2502800784,2545000704,223741764,0
47280,46800,6720,2235398400,2190240000,45158400,1
48212,47732,7652,2324396944,2278343824,58553104,0
4488,4234,6170,20142144,17926756,38068900,1
5372,5118,7054,28858384,26193924,49758916,0
35904,33872,49360,1289097216,1147312384,2436409600,1
37581,35549,51037,1412331561,1263731401,2604775369,0
12340,8468,8976,152275600,71707024,80568576,1
21629,17757,18265,467813641,315311049,333610225,0
18510,13464,12702,342620100,181279296,161340804,1
28121,23075,22313,790790641,532455625,497869969,0
17952,16936,24680,322274304,286828096,609102400,1
23066,22050,29794,532040356,486202500,887682436,0
30850,21170,22440,951722500,448168900,503553600,1
40565,30885,32155,1645519225,953883225,1033944025,0
26928,25404,37020,725117184,645363216,1370480400,1
36431,34907,46523,1327217761,1218498649,2164389529,0
1896,3555,4029,3594816,12638025,16232841,1
1919,3578,4052,3682561,12802084,16418704,0
72522,34128,63990,5259440484,1164720384,4094720100,1
75718,37324,67186,5733215524,1393080976,4513958596,0
28440,60435,53325,808833600,3652389225,2843555625,1
36613,68608,61498,1340511769,4707057664,3782004004,0
42660,48348,22752,1819875600,2337529104,517653504,1
44433,50121,24525,1974291489,2512114641,601475625,0
35550,40290,18960,1263802500,1623284100,359481600,1
41737,46477,25147,1741977169,2160111529,632371609,0
24648,46215,52377,607523904,2135826225,2743350129,1
30788,52355,58517,947900944,2741046025,3424239289,0
20856,39105,44319,434972736,1529201025,1964173761,1
28410,46659,51873,807128100,2177062281,2690808129,0
8418,9576,12750,70862724,91699776,162562500,1
8607,9765,12939,74080449,95355225,167417721,0
19152,16836,25500,366799104,283450896,650250000,1
25282,22966,31630,639179524,527437156,1000456900,0
25254,28728,38250,637764516,825297984,1463062500,1
33354,36828,46350,1112489316,1356301584,2148322500,0
63750,47880,42090,4064062500,2292494400,1771568100,1
65073,49203,43413,4234495329,2420935209,1884688569,0
67032,58926,89250,4493289024,3472273476,7965562500,1
69323,61217,91541,4805678329,3747521089,8379754681,0
51000,38304,33672,2601000000,1467196416,1133803584,1
59765,47069,42437,3571855225,2215490761,1800898969,0
50508,57456,76500,2551058064,3301191936,5852250000,1
59712,66660,85704,3565522944,4443555600,7345175616,0
903,2847,2700,815409,8105409,7290000,1
5205,7149,7002,27092025,51108201,49028004,0
35100,11739,37011,1232010000,137804121,1369814121,1
36460,13099,38371,1329331600,171583801,1472333641,0
15351,45900,48399,235653201,2106810000,2342463201,1
22731,53280,55779,516698361,2838758400,3111296841,0
39858,37800,12642,1588660164,1428840000,159820164,1
49818,47760,22602,2481833124,2281017600,510850404,0
29700,9933,31317,882090000,98664489,980754489,1
36927,17160,38544,1363603329,294465600,1485639936,0
48600,51246,16254,2361960000,2626152516,264192516,1
58358,61004,26012,3405656164,3721488016,676624144,0
34164,32400,10836,1167178896,1049760000,117418896,1
37230,35466,13902,1386072900,1257837156,193265604,0
11544,7656,8640,133263936,58614336,74649600,1
14984,11096,12080,224520256,123121216,145926400,0
30624,34560,46176,937829376,1194393600,2132222976,1
31044,34980,46596,963729936,1223600400,2171187216,0
15312,23088,17280,234457344,533055744,298598400,1
23229,31005,25197,539586441,961310025,634888809,0
61248,69120,92352,3751317504,4777574400,8528891904,1
52844,60716,83948,2792488336,3686432656,7047266704,0
51840,69264,45936,2687385600,4797501696,2110116096,1
56416,73840,50512,3182765056,5452345600,2551462144,0
25920,22968,34632,671846400,527529024,1199375424,1
27629,24677,36341,763361641,608954329,1320668281,0
57720,38280,43200,3331598400,1465358400,1866240000,1
66405,46965,51885,4409624025,2205711225,2692053225,0
1035,1277,748,1071225,1630729,559504,1
1310,1552,1023,1716100,2408704,1046529,0
11385,8228,14047,129618225,67699984,197318209,1
16918,13761,19580,286218724,189365121,383376400,0
12420,15324,8976,154256400,234824976,80568576,1
15568,18472,12124,242362624,341214784,146991376,0
17595,12716,21709,309584025,161696656,471280681,1
24518,19639,28632,601132324,385690321,819791424,0
7480,12770,10350,55950400,163072900,107122500,1
13723,19013,16593,188320729,361494169,275327649,0
19155,15525,11220,366914025,241025625,125888400,1
23947,20317,16012,573458809,412780489,256384144,0
22986,13464,18630,528356196,181279296,347076900,1
28310,18788,23954,801456100,352988944,573794116,0
4112,3084,5140,16908544,9511056,26419600,1
4683,3655,5711,21930489,13359025,32615521,0
30840,18504,24672,951105600,342398016,608707584,1
34577,22241,28409,1195568929,494662081,807071281,0
20560,25700,15420,422713600,660490000,237776400,1
26921,32061,21781,724740241,1027907721,474411961,0
9252,15420,12336,85599504,237776400,152176896,1
16553,22721,19637,274001809,516243841,385611769,0
10280,8224,6168,105678400,67634176,38044224,1
11516,9460,7404,132618256,89491600,54819216,0
20560,16448,12336,422713600,270536704,152176896,1
30109,25997,21885,906551881,675844009,478953225,0
28784,21588,35980,828518656,466041744,1294560400,1
30503,23307,37699,930433009,543216249,1421214601,0
8510,9490,4200,72420100,90060100,17640000,1
9053,10033,4743,81956809,100661089,22496049,0
25200,56940,51060,635040000,3242163600,2607123600,1
33824,65564,59684,1144062976,4298638096,3562179856,0
59570,66430,29400,3548584900,4412944900,864360000,1
68220,75080,38050,4653968400,5637006400,1447802500,0
17020,8400,18980,289680400,70560000,360240400,1
25249,16629,27209,637512001,276523641,740329681,0
75920,68080,33600,5763846400,4634886400,1128960000,1
80113,72273,37793,6418092769,5223386529,1428310849,0
21000,42550,47450,441000000,1810502500,2251502500,1
25109,46659,51559,630461881,2177062281,2658330481,0
25530,28470,12600,651780900,810540900,158760000,1
30203,33143,17273,912221209,1098458449,298356529,0
1767,1144,2105,3122289,1308736,4431025,1
7984,7361,8322,63744256,54184321,69255684,0
19448,30039,35785,378224704,902341521,1280566225,1
27571,38162,43908,760160041,1456338244,1927912464,0
17160,31575,26505,294465600,996980625,702515025,1
24072,38487,33417,579461184,1481249169,1116695889,0
18304,33680,28272,335036416,1134342400,799305984,1
26271,41647,36239,690165441,1734472609,1313265121,0
21204,13728,25260,449609616,188457984,638067600,1
25249,17773,29305,637512001,315879529,858783025,0
19437,12584,23155,377796969,158357056,536154025,1
20902,14049,24620,436893604,197374401,606144400,0
17670,11440,21050,312228900,130873600,443102500,1
18511,12281,21891,342657121,150822961,479215881,0
8103,8825,3496,65658609,77880625,12222016,1
16080,16802,11473,258566400,282307204,131629729,0
70600,27968,64824,4984360000,782209024,4202150976,1
75513,32881,69737,5702213169,1081160161,4863249169,0
17650,16206,6992,311522500,262634436,48888064,1
27015,25571,16357,729810225,653876041,267551449,0
44125,17480,40515,1947015625,305550400,1641465225,1
53066,26421,49456,2816000356,698069241,2445895936,0
13984,32412,35300,195552256,1050537744,1246090000,1
18111,36539,39427,328008321,1335098521,1554488329,0
48618,52950,20976,2363709924,2803702500,439992576,1
56380,60712,28738,3178704400,3685946944,825872644,0
24472,56721,61775,598878784,3217271841,3816150625,1
24765,57014,62068,613305225,3250596196,3852436624,0
4584,6112,7640,21013056,37356544,58369600,1
10946,12474,14002,119814916,155600676,196056004,0
53480,32088,42784,2860110400,1029639744,1830470656,1
57743,36351,47047,3334254049,1321395201,2213420209,0
27504,36672,45840,756470016,1344835584,2101305600,1
36043,45211,54379,1299097849,2044034521,2957075641,0
9168,12224,15280,84052224,149426176,233478400,1
18535,21591,24647,343546225,466171281,607474609,0
30560,18336,24448,933913600,336208896,597704704,1
31885,19661,25773,1016653225,386554921,664247529,0
30560,38200,22920,933913600,1459240000,525326400,1
32053,39693,24413,1027394809,1575534249,595994569,0
36672,48896,61120,1344835584,2390818816,3735654400,1
45217,57441,69665,2044577089,3299468481,4853212225,0
2775,3700,4625,7700625,13690000,21390625,1
6718,7643,8568,45131524,58415449,73410624,0
49950,66600,83250,2495002500,4435560000,6930562500,1
57545,74195,90845,3311427025,5504898025,8252814025,0
41625,69375,55500,1732640625,4812890625,3080250000,1
43817,71567,57692,1919929489,5121835489,3328366864,0
78625,47175,62900,6181890625,2225480625,3956410000,1
84191,52741,68466,7088124481,2781613081,4687593156,0
38850,51800,64750,1509322500,2683240000,4192562500,1
39475,52425,65375,1558275625,2748380625,4273890625,0
48100,36075,60125,2313610000,1301405625,3615015625,1
52447,40422,64472,2750687809,1633938084,4156638784,0
44400,33300,55500,1971360000,1108890000,3080250000,1
46011,34911,57111,2117012121,1218777921,3261666321,0
1060,1537,1113,1123600,2362369,1238769,1
3359,3836,3412,11282881,14714896,11641744,0
18020,26129,18921,324720400,682724641,358004241,1
21748,29857,22649,472975504,891440449,512977201,0
11660,12243,16907,135955600,149891049,285846649,1
15941,16524,21188,254115481,273042576,448931344,0
10600,15370,11130,112360000,236236900,123876900,1
14641,19411,15171,214358881,376786921,230159241,0
19981,13780,14469,399240361,189888400,209351961,1
24140,17939,18628,582739600,321807721,347002384,0
18444,12720,13356,340181136,161798400,178382736,1
26985,21261,21897,728190225,452030121,479478609,0
23055,15900,16695,531533025,252810000,278723025,1
24361,17206,18001,593458321,296046436,324036001,0
6520,3912,5216,42510400,15303744,27206656,1
10227,7619,8923,104591529,58049161,79619929,0
13040,7824,10432,170041600,61214976,108826624,1
14899,9683,12291,221980201,93760489,151068681,0
26080,32600,19560,680166400,1062760000,382593600,1
34483,41003,27963,1189077289,1681246009,781929369,0
26080,15648,20864,680166400,244859904,435306496,1
33153,22721,27937,1099121409,516243841,780475969,0
36512,45640,27384,1333126144,2083009600,749883456,1
45455,54583,36327,2066157025,2979303889,1319650929,0
19560,11736,15648,382593600,137733696,244859904,1
21803,13979,17891,475370809,195412441,320087881,0
31296,52160,41728,979439616,2720665600,1741225984,1
35507,56371,45939,1260747049,3177689641,2110391721,0
4083,5444,6805,16670889,29637136,46308025,1
11668,13029,14390,136142224,169754841,207072100,0
24498,40830,32664,600152004,1667088900,1066936896,1
31358,47690,39524,983324164,2274336100,1562146576,0
20415,16332,12249,416772225,266734224,150038001,1
22066,17983,13900,486908356,323388289,193210000,0
38108,28581,47635,1452219664,816873561,2269093225,1
46570,37043,56097,2168764900,1372183849,3146873409,0
43552,54440,32664,1896776704,2963713600,1066936896,1
46293,57181,35405,2143041849,3269666761,1253514025,0
27220,34025,20415,740928400,1157700625,416772225,1
31532,38337,24727,994267024,1469725569,611424529,0
21776,27220,16332,474194176,740928400,266734224,1
31245,36689,25801,976250025,1346082721,665691601,0
2214,10086,9840,4901796,101727396,96825600,1
4342,12214,11968,18852964,149181796,143233024,0
59040,13284,60516,3485721600,176464656,3662186256,1
67039,21283,68515,4494227521,452966089,4694305225,0
15498,70602,68880,240188004,4984642404,4744454400,1
17437,72541,70819,304048969,5262196681,5015330761,0
50430,49200,11070,2543184900,2420640000,122544900,1
57176,55946,17816,3269094976,3129954916,317409856,0
8856,39360,40344,78428736,1549209600,1627638336,1
11284,41788,42772,127328656,1746236944,1829443984,0
19680,20172,4428,387302400,406909584,19607184,1
20594,21086,5342,424112836,444619396,28536964,0
78720,80688,17712,6196838400,6510553344,313714944,1
84877,86845,23869,7204105129,7542054025,569729161,0
11145,6687,8916,124211025,44715969,79495056,1
15055,10597,12826,226653025,112296409,164506276,0
20061,33435,26748,402443721,1117899225,715455504,1
23436,36810,30123,549246096,1354976100,907395129,0
53496,66870,40122,2861822016,4471596900,1609774884,1
57324,70698,43950,3286040976,4998207204,1931602500,0
33435,55725,44580,1117899225,3105275625,1987376400,1
35479,57769,46624,1258759441,3337257361,2173797376,0
26748,35664,44580,715455504,1271920896,1987376400,1
27157,36073,44989,737502649,1301261329,2024010121,0
71328,53496,89160,5087683584,2861822016,7949505600,1
75900,58068,93732,5760810000,3371892624,8785687824,0
13374,22290,17832,178863876,496844100,317980224,1
20948,29864,25406,438818704,891858496,645464836,0
9243,9875,3476,85433049,97515625,12082576,1
10483,11115,4716,109893289,123543225,22240656,0
55458,59250,20856,3075589764,3510562500,434972736,1
65374,69166,30772,4273759876,4783935556,946915984,0
10428,29625,27729,108743184,877640625,768897441,1
13848,33045,31149,191767104,1091972025,970260201,0
24332,64701,69125,592046224,4186219401,4778265625,1
26189,66558,70982,685863721,4429967364,5038444324,0
18486,6952,19750,341732196,48330304,390062500,1
19751,8217,21015,390102001,67519089,441630225,0
39500,13904,36972,1560250000,193321216,1366928784,1
45370,19774,42842,2058436900,391011076,1835436964,0
49375,17380,46215,2437890625,302064400,2135826225,1
58923,26928,55763,3471919929,725117184,3109512169,0
5796,1472,5980,33593616,2166784,35760400,1
15221,10897,15405,231678841,118744609,237314025,0
7360,29900,28980,54169600,894010000,839840400,1
11809,34349,33429,139452481,1179853801,1117498041,0
2944,11592,11960,8667136,134374464,143041600,1
9906,18554,18922,98128836,344250916,358042084,0
17940,4416,17388,321843600,19501056,302342544,1
20739,7215,20187,430106121,52056225,407514969,0
46368,11776,47840,2149991424,138674176,2288665600,1
52619,18027,54091,2768759161,324972729,2925836281,0
41860,40572,10304,1752259600,1646087184,106172416,1
48325,47037,16769,2335305625,2212479369,281199361,0
23184,5888,23920,537497856,34668544,572166400,1
26809,9513,27545,718722481,90497169,758727025,0
2661,4435,3548,7080921,19669225,12588304,1
9465,11239,10352,89586225,126315121,107163904,0
79830,47898,63864,6372828900,2294218404,4078610496,1
88350,56418,72384,7805722500,3182990724,5239443456,0
31932,53220,42576,1019652624,2832368400,1812715776,1
40601,61889,51245,1648441201,3830248321,2626050025,0
75395,60316,45237,5684406025,3638019856,2046386169,1
75867,60788,45709,5755801689,3695180944,2089312681,0
66525,39915,53220,4425575625,1593207225,2832368400,1
68671,42061,55366,4715706241,1769127721,3065393956,0
39028,29271,48785,1523184784,856791441,2379976225,1
46118,36361,55875,2126869924,1322122321,3122015625,0
49672,62090,37254,2467307584,3855168100,1387860516,1
58602,71020,46184,3434194404,5043840400,2132961856,0
1292,6069,6205,1669264,36832761,38502025,1
9435,14212,14348,89019225,201980944,205865104,0
9044,43435,42483,81793936,1886599225,1804805289,1
10942,45333,44381,119727364,2055080889,1969673161,0
36414,7752,37230,1325979396,60093504,1386072900,1
38363,9701,39179,1471719769,94109401,1534994041,0
2584,12410,12138,6677056,154008100,147331044,1
12267,22093,21821,150479289,488100649,476156041,0
31025,30345,6460,962550625,920819025,41731600,1
33372,32692,8807,1113690384,1068766864,77563249,0
5168,24276,24820,26708224,589324176,616032400,1
13092,32200,32744,171400464,1036840000,1072169536,0
48552,10336,49640,2357296704,106832896,2464129600,1
54328,16112,55416,2951531584,259596544,3070933056,0
19,181,180,361,32761,32400,1
4000,4162,4161,16000000,17322244,17313921,0
304,2896,2880,92416,8386816,8294400,1
3766,6358,6342,14182756,40424164,40220964,0
209,1991,1980,43681,3964081,3920400,1
5397,7179,7168,29127609,51538041,51380224,0
323,3077,3060,104329,9467929,9363600,1
7781,10535,10518,60543961,110986225,110628324,0
2160,2172,228,4665600,4717584,51984,1
6426,6438,4494,41293476,41447844,20196036,0
247,2340,2353,61009,5475600,5536609,1
6764,8857,8870,45751696,78446449,78676900,0
342,3240,3258,116964,10497600,10614564,1
979,3877,3895,958441,15031129,15171025,0
4875,3795,3060,23765625,14402025,9363600,1
7163,6083,5348,51308569,37002889,28601104,0
68250,42840,53130,4658062500,1835265600,2822796900,1
75031,49621,59911,5629650961,2462243641,3589327921,0
41745,53625,33660,1742645025,2875640625,1132995600,1
50756,62636,42671,2576171536,3923268496,1820814241,0
45900,73125,56925,2106810000,5347265625,3240455625,1
47773,74998,58798,2282259529,5624700004,3457204804,0
55080,87750,68310,3033806400,7700062500,4666256100,1
62611,95281,75841,3920137321,9078468961,5751857281,0
78000,48960,60720,6084000000,2397081600,3686918400,1
83677,54637,66397,7001840329,2985201769,4408561609,0
30600,37950,48750,936360000,1440202500,2376562500,1
37218,44568,55368,1385179524,1986306624,3065615424,0
8970,10166,4784,80460900,103347556,22886656,1
9333,10529,5147,87104889,110859841,26491609,0
53820,28704,60996,2896592400,823919616,3720512016,1
62378,37262,69554,3891014884,1388456644,4837758916,0
20332,17940,9568,413390224,321843600,91546624,1
24898,22506,14134,619910404,506520036,199769956,0
14352,26910,30498,205979904,724148100,930128004,1
19057,31615,35203,363169249,999508225,1239251209,0
23920,50830,44850,572166400,2583688900,2011522500,1
27442,54352,48372,753063364,2954139904,2339850384,0
19136,40664,35880,366186496,1653560896,1287374400,1
19152,40680,35896,366799104,1654862400,1288522816,0
81328,38272,71760,6614243584,1464745984,5149497600,1
82876,39820,73308,6868431376,1585632400,5374062864,0
2871,4180,5071,8242641,17472400,25715041,1
12154,13463,14354,147719716,181252369,206037316,0
20900,25355,14355,436810000,642876025,206066025,1
27407,31862,20862,751143649,1015187044,435223044,0
12540,8613,15213,157251600,74183769,231435369,1
16246,12319,18919,263932516,151757761,357928561,0
10142,8360,5742,102860164,69889600,32970564,1
11112,9330,6712,123476544,87048900,45050944,0
25080,17226,30426,629006400,296735076,925741476,1
25947,18093,31293,673246809,327356649,979251849,0
40568,33440,22968,1645762624,1118233600,527529024,1
42221,35093,24621,1782612841,1231518649,606193641,0
20097,35497,29260,403889409,1260037009,856147600,1
22351,37751,31514,499567201,1425138001,993132196,0
5590,5418,1376,31248100,29354724,1893376,1
7003,6831,2789,49042009,46662561,7778521,0
16770,16254,4128,281232900,264192516,17040384,1
17112,16596,4470,292820544,275427216,19980900,0
27090,6880,27950,733868100,47334400,781202500,1
31282,11072,32142,978563524,122589184,1033108164,0
22360,5504,21672,499969600,30294016,469675584,1
23895,7039,23207,570971025,49547521,538564849,0
10836,2752,11180,117418896,7573504,124992400,1
14973,6889,15317,224190729,47458321,234610489,0
8256,32508,33540,68161536,1056770064,1124931600,1
14708,38960,39992,216325264,1517881600,1599360064,0
39130,9632,37926,1531156900,92775424,1438381476,1
41956,12458,40752,1760305936,155201764,1660725504,0
6305,6111,1552,39753025,37344321,2408704,1
9479,9285,4726,89851441,86211225,22335076,0
12416,50440,48888,154157056,2544193600,2390036544,1
21398,59422,57870,457874404,3530974084,3348936900,0
4656,18333,18915,21678336,336098889,357777225,1
4846,18523,19105,23483716,343101529,365001025,0
44135,10864,42777,1947898225,118026496,1829871729,1
51846,18575,50488,2688007716,345030625,2549038144,0
24444,25220,6208,597509136,636048400,38539264,1
31093,31869,12857,966774649,1015633161,165302449,0
7760,30555,31525,60217600,933608025,993825625,1
8998,31793,32763,80964004,1010794849,1073414169,0
12610,12222,3104,159012100,149377284,9634816,1
18475,18087,8969,341325625,327139569,80442961,0
10670,7150,7920,113848900,51122500,62726400,1
10783,7263,8033,116273089,52751169,64529089,0
21450,32010,23760,460102500,1024640100,564537600,1
29106,39666,31416,847159236,1573391556,986965056,0
42680,28600,31680,1821582400,817960000,1003622400,1
45478,31398,34478,2068248484,985834404,1188732484,0
55440,74690,50050,3073593600,5578596100,2505002500,1
57857,77107,52467,3347432449,5945489449,2752786089,0
47520,64020,42900,2258150400,4098560400,1840410000,1
52287,68787,47667,2733930369,4731651369,2272142889,0
21340,14300,15840,455395600,204490000,250905600,1
29553,22513,24053,873379809,506835169,578546809,0
39600,53350,35750,1568160000,2846222500,1278062500,1
46056,59806,42206,2121155136,3576757636,1781346436,0
5685,7580,9475,32319225,57456400,89775625,1
9022,10917,12812,81396484,119180889,164147344,0
56850,45480,34110,3231922500,2068430400,1163492100,1
56895,45525,34155,3237041025,2072525625,1166564025,0
37900,22740,30320,1436410000,517107600,919302400,1
40079,24919,32499,1606326241,620956561,1056185001,0
75800,60640,45480,5745640000,3677209600,2068430400,1
77062,61902,46742,5938551844,3831857604,2184814564,0
17055,28425,22740,290873025,807980625,517107600,1
22154,33524,27839,490799716,1123858576,775009921,0
37900,28425,47375,1436410000,807980625,2244390625,1
39056,29581,48531,1525371136,875035561,2355257961,0
66325,53060,39795,4399005625,2815363600,1583642025,1
68137,54872,41607,4642650769,3010936384,1731142449,0
9916,7437,12395,98327056,55308969,153636025,1
16126,13647,18605,260047876,186240609,346146025,0
14874,24790,19832,221235876,614544100,393308224,1
22651,32567,27609,513067801,1060609489,762256881,0
59496,99160,79328,3539774016,9832705600,6292931584,1
63286,102950,83118,4005117796,10598702500,6908601924,0
59496,74370,44622,3539774016,5530896900,1991122884,1
61792,76666,46918,3818251264,5877675556,2201298724,0
29748,37185,22311,884943504,1382724225,497780721,1
29807,37244,22370,888457249,1387115536,500416900,0
49580,29748,39664,2458176400,884943504,1573232896,1
50809,30977,40893,2581554481,959574529,1672237449,0
61975,37185,49580,3840900625,1382724225,2458176400,1
66041,41251,53646,4361413681,1701645001,2877893316,0
7192,7208,480,51724864,51955264,230400,1
8575,8591,1863,73530625,73805281,3470769,0
960,14384,14416,921600,206899456,207821056,1
9141,22565,22597,83557881,509179225,510624409,0
36040,35960,2400,1298881600,1293121600,5760000,1
41485,41405,7845,1721005225,1714374025,61544025,0
