side1,side2,side3,side1+side2,side1+side3,side2+side3,validity
27424,94330,22396,121754,49820,116726,0
6112,27070,47202,33182,53314,74272,0
43076,55415,15107,98491,58183,70522,1
99396,44442,37174,143838,136570,81616,0
9351,92733,37286,102084,46637,130019,0
8949,8585,34746,17534,43695,43331,0
96260,73443,48020,169703,144280,121463,1
22263,88597,83959,110860,106222,172556,1
2493,12967,94250,15460,96743,107217,0
53096,75022,50953,128118,104049,125975,1
10980,51763,19296,62743,30276,71059,0
97129,21348,24355,118477,121484,45703,0
75405,89774,16295,165179,91700,106069,1
55371,74274,27103,129645,82474,101377,1
62252,53440,60710,115692,122962,114150,1
56579,57530,93588,114109,150167,151118,1
74309,45540,63806,119849,138115,109346,1
11263,82172,410,93435,11673,82582,0
3810,40560,9584,44370,13394,50144,0
10934,70471,36475,81405,47409,106946,0
60095,82176,25229,142271,85324,107405,1
71298,81982,7644,153280,78942,89626,0
72469,71662,17471,144131,89940,89133,1
94289,85879,30561,180168,124850,116440,1
56665,11863,71769,68528,128434,83632,0
41158,62549,21055,103707,62213,83604,0
15476,93932,11983,109408,27459,105915,0
46015,11037,71136,57052,117151,82173,0
93551,81069,55536,174620,149087,136605,1
59653,82323,90607,141976,150260,172930,1
34867,81242,86468,116109,121335,167710,1
76953,26114,7006,103067,83959,33120,0
2488,36061,19806,38549,22294,55867,0
68714,79305,17940,148019,86654,97245,1
16045,72302,16390,88347,32435,88692,0
40510,20661,97897,61171,138407,118558,0
10947,2493,49708,13440,60655,52201,0
64281,14558,98509,78839,162790,113067,0
93991,40912,23904,134903,117895,64816,0
56864,22102,30872,78966,87736,52974,0
33028,23788,23437,56816,56465,47225,1
42318,12575,82477,54893,124795,95052,0
77277,76724,73932,154001,151209,150656,1
71203,41308,24380,112511,95583,65688,0
1162,79930,42726,81092,43888,122656,0
36267,72955,79848,109222,116115,152803,1
88024,65412,49871,153436,137895,115283,1
39683,87123,10967,126806,50650,98090,0
27608,28271,77103,55879,104711,105374,0
58650,69520,57279,128170,115929,126799,1
34558,86308,49605,120866,84163,135913,0
46400,36025,34699,82425,81099,70724,1
36981,975,56342,37956,93323,57317,0
31392,22912,76270,54304,107662,99182,0
64149,76622,66622,140771,130771,143244,1
23625,8959,17626,32584,41251,26585,1
21753,4404,85841,26157,107594,90245,0
1022,82180,90109,83202,91131,172289,0
35387,35858,84602,71245,119989,120460,0
82177,70369,81251,152546,163428,151620,1
66942,35225,81871,102167,148813,117096,1
92828,32782,84971,125610,177799,117753,1
10340,81866,88735,92206,99075,170601,1
49098,77052,15071,126150,64169,92123,0
38671,79731,3109,118402,41780,82840,0
56977,10971,25654,67948,82631,36625,0
73365,74272,77709,147637,151074,151981,1
97289,5467,97623,102756,194912,103090,1
32985,22573,53753,55558,86738,76326,1
53470,24816,45408,78286,98878,70224,1
12850,74656,28564,87506,41414,103220,0
97981,76814,70798,174795,168779,147612,1
5112,1009,94615,6121,99727,95624,0
70292,1400,45544,71692,115836,46944,0
51883,56672,42252,108555,94135,98924,1
816,31288,93933,32104,94749,125221,0
19188,86967,9992,106155,29180,96959,0
59436,24322,44431,83758,103867,68753,1
11524,89635,54758,101159,66282,144393,0
34582,31910,48197,66492,82779,80107,1
79633,12240,32449,91873,112082,44689,0
65163,60838,76168,126001,141331,137006,1
20380,69425,54779,89805,75159,124204,1
3549,83665,2181,87214,5730,85846,0
49566,30326,13294,79892,62860,43620,0
78714,75319,9048,154033,87762,84367,1
95444,33423,48295,128867,143739,81718,0
68124,47250,51873,115374,119997,99123,1
20479,88588,4270,109067,24749,92858,0
76945,63920,7027,140865,83972,70947,0
69850,10801,25583,80651,95433,36384,0
79477,94009,45770,173486,125247,139779,1
96013,97293,94412,193306,190425,191705,1
22142,96249,25965,118391,48107,122214,0
21280,15059,25656,36339,46936,40715,1
75398,48843,30330,124241,105728,79173,1
40988,84279,75259,125267,116247,159538,1
39252,72717,97156,111969,136408,169873,1
56599,93386,62623,149985,119222,156009,1
26136,70785,97483,96921,123619,168268,0
78656,64326,16467,142982,95123,80793,1
48885,59638,48348,108523,97233,107986,1
30866,45094,90279,75960,121145,135373,0
44012,79049,79444,123061,123456,158493,1
4379,37058,11362,41437,15741,48420,0
66147,59843,64036,125990,130183,123879,1
49651,12181,36134,61832,85785,48315,0
61807,55656,72125,117463,133932,127781,1
50594,53567,34723,104161,85317,88290,1
88329,56730,86639,145059,174968,143369,1
51646,6931,11401,58577,63047,18332,0
10007,61796,14264,71803,24271,76060,0
68316,55634,93466,123950,161782,149100,1
29257,2725,48558,31982,77815,51283,0
73783,68526,61794,142309,135577,130320,1
83256,83266,63127,166522,146383,146393,1
25576,56892,18713,82468,44289,75605,0
46999,69950,68340,116949,115339,138290,1
80691,36821,95072,117512,175763,131893,1
24948,20832,99778,45780,124726,120610,0
34276,34893,32268,69169,66544,67161,1
49300,14593,15186,63893,64486,29779,0
39193,4564,39042,43757,78235,43606,1
86436,94751,17434,181187,103870,112185,1
87377,13688,27560,101065,114937,41248,0
36308,3440,46960,39748,83268,50400,0
10226,72397,66991,82623,77217,139388,1
86508,71825,82362,158333,168870,154187,1
53874,28858,6014,82732,59888,34872,0
945,2621,25092,3566,26037,27713,0
57740,41316,74355,99056,132095,115671,1
31712,55025,68149,86737,99861,123174,1
71159,35390,6476,106549,77635,41866,0
83021,94819,82788,177840,165809,177607,1
38210,49879,51806,88089,90016,101685,1
81523,31986,16509,113509,98032,48495,0
12135,18285,67876,30420,80011,86161,0
1421,61841,95813,63262,97234,157654,0
55846,50104,67343,105950,123189,117447,1
98248,52522,79646,150770,177894,132168,1
99332,14764,23971,114096,123303,38735,0
58461,37773,31697,96234,90158,69470,1
32544,85157,4449,117701,36993,89606,0
51391,97189,65758,148580,117149,162947,1
83407,52481,86552,135888,169959,139033,1
93340,88488,51531,181828,144871,140019,1
75944,25929,31866,101873,107810,57795,0
98766,96143,41888,194909,140654,138031,1
55223,31923,23681,87146,78904,55604,1
64770,69859,90126,134629,154896,159985,1
41223,80902,41826,122125,83049,122728,1
83711,20076,12688,103787,96399,32764,0
37602,12013,26800,49615,64402,38813,1
93175,83080,6743,176255,99918,89823,0
32346,696,88155,33042,120501,88851,0
66587,94960,91453,161547,158040,186413,1
18367,31168,1391,49535,19758,32559,0
99628,7056,90942,106684,190570,97998,0
54741,73064,22200,127805,76941,95264,1
24025,70280,3473,94305,27498,73753,0
98097,25910,2640,124007,100737,28550,0
35862,330,22074,36192,57936,22404,0
83992,57554,63756,141546,147748,121310,1
70575,41418,3746,111993,74321,45164,0
59359,32225,39727,91584,99086,71952,1
38857,3102,83313,41959,122170,86415,0
82069,66980,80975,149049,163044,147955,1
5465,7685,86669,13150,92134,94354,0
35070,157,81277,35227,116347,81434,0
37575,64143,74377,101718,111952,138520,1
6853,24737,30287,31590,37140,55024,1
16370,76431,84687,92801,101057,161118,1
69396,91122,4871,160518,74267,95993,0
5345,77987,16471,83332,21816,94458,0
9401,99481,23630,108882,33031,123111,0
22143,42969,86239,65112,108382,129208,0
45262,43692,46871,88954,92133,90563,1
40804,35069,67388,75873,108192,102457,1
72489,64550,16571,137039,89060,81121,1
51879,34115,46118,85994,97997,80233,1
60598,16779,82812,77377,143410,99591,0
80403,11817,43701,92220,124104,55518,0
19352,11685,71311,31037,90663,82996,0
18222,37756,534,55978,18756,38290,0
87059,98547,60655,185606,147714,159202,1
1864,76850,5580,78714,7444,82430,0
74922,21239,44170,96161,119092,65409,0
77196,34898,86,112094,77282,34984,0
13118,41831,16544,54949,29662,58375,0
83055,55284,60025,138339,143080,115309,1
45471,28251,6737,73722,52208,34988,0
84765,60338,3330,145103,88095,63668,0
93981,16516,84098,110497,178079,100614,1
3348,53185,50671,56533,54019,103856,1
99655,1601,86179,101256,185834,87780,0
37587,35185,33639,72772,71226,68824,1
8513,16404,50379,24917,58892,66783,0
70872,19011,48288,89883,119160,67299,0
79183,90431,25273,169614,104456,115704,1
70127,23405,12713,93532,82840,36118,0
42708,52428,40319,95136,83027,92747,1
62005,260,10013,62265,72018,10273,0
24398,23028,29838,47426,54236,52866,1
82216,96899,12696,179115,94912,109595,0
16293,68262,22640,84555,38933,90902,0
61227,66595,87477,127822,148704,154072,1
16093,91689,77313,107782,93406,169002,1
20100,59547,18823,79647,38923,78370,0
94647,17030,22114,111677,116761,39144,0
66082,73974,16468,140056,82550,90442,1
6542,57698,37255,64240,43797,94953,0
52411,2147,80717,54558,133128,82864,0
12025,50243,87775,62268,99800,138018,0
8752,6724,57859,15476,66611,64583,0
71560,72566,57664,144126,129224,130230,1
59398,90091,67794,149489,127192,157885,1
87153,95466,88571,182619,175724,184037,1
1794,67532,2036,69326,3830,69568,0
35834,25007,22399,60841,58233,47406,1
8356,30228,15554,38584,23910,45782,0
98578,11260,84649,109838,183227,95909,0
86144,58777,21378,144921,107522,80155,0
8623,55543,82375,64166,90998,137918,0
60951,65318,41643,126269,102594,106961,1
9918,26093,73279,36011,83197,99372,0
93683,28853,64574,122536,158257,93427,0
87698,96436,22195,184134,109893,118631,1
70148,29642,84586,99790,154734,114228,1
28536,34159,64908,62695,93444,99067,0
51831,22916,21932,74747,73763,44848,0
8539,22918,72622,31457,81161,95540,0
75288,67217,13796,142505,89084,81013,1
64726,4215,52533,68941,117259,56748,0
39598,3306,53915,42904,93513,57221,0
19854,54475,201,74329,20055,54676,0
89038,79268,70481,168306,159519,149749,1
28301,4469,47405,32770,75706,51874,0
37118,28910,4438,66028,41556,33348,0
46007,17583,68419,63590,114426,86002,0
844,85325,53407,86169,54251,138732,0
24031,36278,46701,60309,70732,82979,1
81589,45897,55503,127486,137092,101400,1
61422,17536,93214,78958,154636,110750,0
29752,64226,32118,93978,61870,96344,0
62458,54840,24156,117298,86614,78996,1
73310,2937,40265,76247,113575,43202,0
94231,9589,97056,103820,191287,106645,1
20713,3509,62812,24222,83525,66321,0
81502,95556,17117,177058,98619,112673,1
2416,27913,3689,30329,6105,31602,0
88813,89835,16500,178648,105313,106335,1
74763,50841,19027,125604,93790,69868,0
36400,90400,53295,126800,89695,143695,0
5848,32354,16384,38202,22232,48738,0
99722,15667,64761,115389,164483,80428,0
6293,55886,10270,62179,16563,66156,0
68319,80113,68353,148432,136672,148466,1
8022,38720,52926,46742,60948,91646,0
45403,61443,75698,106846,121101,137141,1
52263,90616,78383,142879,130646,168999,1
59344,20298,59559,79642,118903,79857,1
58015,28306,84431,86321,142446,112737,1
73641,820,20162,74461,93803,20982,0
56097,78426,83683,134523,139780,162109,1
14744,56909,66013,71653,80757,122922,1
9124,25671,88983,34795,98107,114654,0
30448,51344,81363,81792,111811,132707,1
65859,39924,73581,105783,139440,113505,1
94943,45671,48203,140614,143146,93874,0
72195,68278,53998,140473,126193,122276,1
6081,39699,87761,45780,93842,127460,0
34025,69277,59419,103302,93444,128696,1
30690,23972,97329,54662,128019,121301,0
20810,43560,74573,64370,95383,118133,0
39745,50780,91306,90525,131051,142086,0
20905,32467,10347,53372,31252,42814,0
25017,59764,40459,84781,65476,100223,1
32548,10251,30207,42799,62755,40458,1
31849,7297,69452,39146,101301,76749,0
20781,48482,26728,69263,47509,75210,0
15285,61243,38195,76528,53480,99438,0
10905,76019,20453,86924,31358,96472,0
15997,35305,21985,51302,37982,57290,1
67900,21848,51971,89748,119871,73819,1
18416,11832,90044,30248,108460,101876,0
96269,63482,50209,159751,146478,113691,1
20556,799,20369,21355,40925,21168,1
75104,25926,51568,101030,126672,77494,1
26300,32886,92401,59186,118701,125287,0
77181,12277,92676,89458,169857,104953,0
51496,90388,62398,141884,113894,152786,1
2104,99084,29928,101188,32032,129012,0
18511,47356,98999,65867,117510,146355,0
15972,89633,1177,105605,17149,90810,0
15595,15017,99181,30612,114776,114198,0
757,18594,51494,19351,52251,70088,0
45374,21960,8593,67334,53967,30553,0
96078,75993,83951,172071,180029,159944,1
9226,84537,11823,93763,21049,96360,0
66957,51709,85728,118666,152685,137437,1
56632,37343,78642,93975,135274,115985,1
67786,86534,59997,154320,127783,146531,1
