side1,side2,side3,side12,side22,side32,validity
85561,4605,83806,7320684721,21206025,7023445636,0
206449,8341,204362,42621189601,69572281,41763827044,0
4256,570,4294,18113536,324900,18438436,1
5002,152520,152602,25020004,23262350400,23287370404,1
1656,89,1657,2742336,7921,2745649,0
1107,14924,14965,1225449,222725776,223951225,1
17136,980,17164,293642496,960400,294602896,1
-55,0,55,3025,0,3025,1
2,180,182,4,32400,33124,0
397,110,398,157609,12100,158404,0
127872,3504,127920,16351248384,12278016,16363526400,1
3510,47320,47450,12320100,2239182400,2251502500,1
4440,82080,82200,19713600,6737126400,6756840000,1
47042,3936,46238,2212949764,15492096,2137952644,0
21152,2943,19145,447407104,8661249,366531025,0
1104,12672,12720,1218816,160579584,161798400,1
17,0,17,289,0,289,1
295,8700,8705,87025,75690000,75777025,1
234361,9052,232003,54925078321,81938704,53825392009,0
1170,113,1171,1368900,12769,1371241,0
2040,256,2056,4161600,65536,4227136,1
3655,128,3656,13359025,16384,13366336,0
917,495,1028,840889,245025,1056784,0
446,124,448,198916,15376,200704,0
26832,2150,26918,719956224,4622500,724578724,1
419428,9021,419525,175919847184,81378441,176001225625,1
2131,108,2133,4541161,11664,4549689,0
1209,18720,18759,1461681,350438400,351900081,1
2120,56160,56200,4494400,3153945600,3158440000,1
17640,497,17647,311169600,247009,311416609,1
540,12144,12156,291600,147476736,147768336,1
2154,107,2155,4639716,11449,4644025,0
504,945,1071,254016,893025,1147041,1
2354,994,2532,5541316,988036,6411024,0
12,9,15,144,81,225,1
2091,157,2093,4372281,24649,4380649,0
2436,377,2465,5934096,142129,6076225,1
131,33,133,17161,1089,17689,0
1015,134,1016,1030225,17956,1032256,0
261517,9712,258871,68391141289,94322944,67014194641,0
5865,1103,5824,34398225,1216609,33918976,0
113544,6142,113710,12892239936,37724164,12929964100,1
548,66,550,300304,4356,302500,0
78541,4588,76261,6168688681,21049744,5815740121,0
9576,518,9590,91699776,268324,91968100,1
1245,9296,9379,1550025,86415616,87965641,1
72801,4105,71606,5299985601,16851025,5127419236,0
344,90,346,118336,8100,119716,0
97152,4136,97240,9438511104,17106496,9455617600,1
121,58,91,14641,3364,8281,0
62400,1580,62420,3893760000,2496400,3896256400,1
3640,165600,165640,13249600,27423360000,27436609600,1
92300,3621,92371,8519290000,13111641,8532401641,1
405,16400,16405,164025,268960000,269124025,1
156702,7840,156898,24555516804,61465600,24616982404,1
3998,127,3999,15984004,16129,15992001,0
1091,69,1093,1190281,4761,1194649,0
1425,67680,67695,2030625,4580582400,4582613025,1
2146,123,2148,4605316,15129,4613904,0
48721,3177,47978,2373735841,10093329,2301888484,0
330,5440,5450,108900,29593600,29702500,1
4180,45885,46075,17472400,2105433225,2122905625,1
72577,4097,71166,5267420929,16785409,5064599556,0
741,67,743,549081,4489,552049,0
4,0,4,16,0,16,1
142,45,143,20164,2025,20449,0
37201,2670,36079,1383914401,7128900,1301694241,0
2730,139,2731,7452900,19321,7458361,0
61381,3812,59613,3767627161,14531344,3553709769,0
564,115,565,318096,13225,319225,0
111889,5527,110504,12519148321,30547729,12211134016,0
6336,113960,114136,40144896,12986881600,13027026496,1
2000,450,2050,4000000,202500,4202500,1
5805,264,5811,33698025,69696,33767721,1
1543,86,1544,2380849,7396,2383936,0
73920,2275,73955,5464166400,5175625,5469342025,1
1348,125,1350,1817104,15625,1822500,0
58277,4463,57140,3396208729,19918369,3264979600,0
5500,525,5525,30250000,275625,30525625,1
1553,111,1555,2411809,12321,2418025,0
1926,164,1928,3709476,26896,3717184,0
37536,2277,37605,1408951296,5184729,1414136025,1
722,391,807,521284,152881,651249,0
2080,27000,27080,4326400,729000000,733326400,1
2160,21546,21654,4665600,464230116,468895716,1
24,7,25,576,49,625,1
101,100,102,10201,10000,10404,0
2310,792,2442,5336100,627264,5963364,1
3277,580,2947,10738729,336400,8684809,0
3843,146,3844,14768649,21316,14776336,0
0,0,0,0,0,0,1
1271,120,1272,1615441,14400,1617984,0
3120,31122,31278,9734400,968578884,978313284,1
4278,66240,66378,18301284,4387737600,4406038884,1
672,7040,7072,451584,49561600,50013184,1
11258,1884,11246,126742564,3549456,126472516,0
1922,29760,29822,3694084,885657600,889351684,1
31922,3080,30518,1019014084,9486400,931348324,0
2900,163,2901,8410000,26569,8415801,0
38457,2677,37526,1478940849,7166329,1408200676,0
112,63,113,12544,3969,12769,0
112,50,114,12544,2500,12996,0
346,92,348,119716,8464,121104,0
103637,6527,101516,10740627769,42601729,10305498256,0
426,568,710,181476,322624,504100,1
60,144,156,3600,20736,24336,1
5244,149408,149500,27499536,22322750464,22350250000,1
85010,5718,83336,7226700100,32695524,6944888896,0
2701,544,2695,7295401,295936,7263025,0
10752,1440,10848,115605504,2073600,117679104,1
497,17640,17647,247009,311169600,311416609,1
48349,3342,47849,2337625801,11168964,2289526801,0
0,150,150,0,22500,22500,1
11522,1614,11344,132756484,2604996,128686336,0
521,82,523,271441,6724,273529,0
1320,71,1321,1742400,5041,1745041,0
2163,140,2165,4678569,19600,4687225,0
4186,48048,48230,17522596,2308610304,2326132900,1
5175,178500,178575,26780625,31862250000,31889030625,1
2842,41160,41258,8076964,1694145600,1702222564,1
1638,74520,74538,2683044,5553230400,5555913444,1
1,92,93,1,8464,8649,0
32,25,33,1024,625,1089,0
4270,74664,74786,18232900,5574712896,5592945796,1
98,2400,2402,9604,5760000,5769604,1
201,6732,6735,40401,45319824,45360225,1
4324,101568,101660,18696976,10316058624,10334755600,1
1490,123,1492,2220100,15129,2226064,0
131208,6106,131350,17215539264,37283236,17252822500,1
132696,7178,132890,17608228416,51523684,17659752100,1
2544,95,2545,6471936,9025,6477025,0
3652,125,3653,13337104,15625,13344409,0
312841,10902,309047,97869491281,118853604,95510048209,0
18000,1900,18100,324000000,3610000,327610000,1
3712,59334,59450,13778944,3520523556,3534302500,1
286,119,288,81796,14161,82944,0
9466,1376,8814,89605156,1893376,77686596,0
3317,118,3318,11002489,13924,11009124,0
152592,4556,152660,23284318464,20757136,23305075600,1
792,330,858,627264,108900,736164,1
889,107,891,790321,11449,793881,0
77257,4708,74693,5968644049,22165264,5579044249,0
118,3480,3482,13924,12110400,12124324,1
3016,43680,43784,9096256,1907942400,1917038656,1
2085,151,2087,4347225,22801,4355569,0
13860,1463,13937,192099600,2140369,194239969,1
777,103,779,603729,10609,606841,0
4750,225600,225650,22562500,50895360000,50917922500,1
236,42,238,55696,1764,56644,0
374617,12310,371017,140337896689,151536100,137653614289,0
29716,3312,29900,883040656,10969344,894010000,1
939,58,940,881721,3364,883600,0
1287,216,1305,1656369,46656,1703025,1
2000,39975,40025,4000000,1598000625,1602000625,1
5520,126900,127020,30470400,16103610000,16134080400,1
7215,380,7225,52056225,144400,52200625,1
1740,26071,26129,3027600,679697041,682724641,1
1200,17980,18020,1440000,323280400,324720400,1
1129,72,1130,1274641,5184,1276900,0
4641,118300,118391,21538881,13994890000,14016428881,1
12169,1262,11919,148084561,1592644,142062561,0
2122,75,2123,4502884,5625,4507129,0
2907,82824,82875,8450649,6859814976,6868265625,1
71,73,73,5041,5329,5329,0
127872,3504,127920,16351248384,12278016,16363526400,1
44460,1155,44475,1976691600,1334025,1978025625,1
2120,73,2121,4494400,5329,4498641,0
139106,8036,137114,19350479236,64577296,18800248996,0
242,135,263,58564,18225,69169,0
119758,7199,117651,14341978564,51825601,13841757801,0
35744,3695,35449,1277633536,13653025,1256631601,0
939,58,940,881721,3364,883600,0
2737,795,2092,7491169,632025,4376464,0
3480,638,3538,12110400,407044,12517444,1
47,46,48,2209,2116,2304,0
364,110,366,132496,12100,133956,0
95,78,96,9025,6084,9216,0
1300,77,1302,1690000,5929,1695204,0
442,332,546,195364,110224,298116,0
238393,9178,234757,56831222449,84235684,55110849049,0
5832,104895,105057,34012224,11002961025,11036973249,1
1302,4464,4650,1695204,19927296,21622500,1
0,12,12,0,144,144,1
29,22,33,841,484,1089,0
11857,1237,11606,140588449,1530169,134699236,0
68882,5538,68260,4744729924,30669444,4659427600,0
733,312,785,537289,97344,616225,0
36540,1239,36561,1335171600,1535121,1336706721,1
2873,659,2848,8254129,434281,8111104,0
4285,822,3713,18361225,675684,13786369,0
41,0,41,1681,0,1681,1
4968,89355,89493,24681024,7984316025,8008997049,1
39123,3564,39285,1530609129,12702096,1543311225,1
825,6160,6215,680625,37945600,38626225,1
265680,6561,265761,70585862400,43046721,70628909121,1
352,264,440,123904,69696,193600,1
205920,5214,205986,42403046400,27185796,42430232196,1
74101,4812,71237,5490958201,23155344,5074710169,0
19320,1334,19366,373262400,1779556,375041956,1
3080,118560,118600,9486400,14056473600,14065960000,1
6553,823,6232,42941809,677329,38837824,0
64329,5176,60647,4138220241,26790976,3678058609,0
52920,3654,53046,2800526400,13351716,2813878116,1
4692,79695,79833,22014864,6351293025,6373307889,1
1773,94,1775,3143529,8836,3150625,0
35114,3396,33386,1232992996,11532816,1114624996,0
81,47,83,6561,2209,6889,0
6480,129519,129681,41990400,16775171361,16817161761,1
36708,3680,36892,1347477264,13542400,1361019664,1
43524,1643,43555,1894338576,2699449,1897038025,1
3170,719,3151,10048900,516961,9928801,0
11544,608,11560,133263936,369664,133633600,1
69264,1898,69290,4797501696,3602404,4801104100,1
140485,8063,138396,19736035225,65011969,19153452816,0
47521,4939,43660,2258245441,24393721,1906195600,0
86100,2075,86125,7413210000,4305625,7417515625,1
4473,1136,4615,20007729,1290496,21298225,1
10880,660,10900,118374400,435600,118810000,1
21341,2236,21237,455438281,4999696,451010169,0
0,-20,20,0,400,400,1
2304,960,2496,5308416,921600,6230016,1
8520,1562,8662,72590400,2439844,75030244,1
29820,2059,29891,889232400,4239481,893471881,1
6050,1583,6191,36602500,2505889,38328481,0
33002,3548,32750,1089132004,12588304,1072562500,0
1440,170,1450,2073600,28900,2102500,1
2112,11520,11712,4460544,132710400,137170944,1
632,24960,24968,399424,623001600,623401024,1
1078,41496,41510,1162084,1721918016,1723080100,1
1058,574,576,1119364,329476,331776,0
83602,5732,82266,6989294404,32855824,6767694756,0
22277,2339,21716,496264729,5470921,471584656,0
13442,2256,13630,180687364,5089536,185776900,1
1912,150,1914,3655744,22500,3663396,0
232880,5751,232951,54233094400,33074001,54266168401,1
11040,470,11050,121881600,220900,122102500,1
3833,136,3834,14691889,18496,14699556,0
7052,336,7060,49730704,112896,49843600,1
2109,38988,39045,4447881,1520064144,1524512025,1
17160,1638,17238,294465600,2683044,297148644,1
7802,183264,183430,60871204,33585693696,33646564900,1
1302,20160,20202,1695204,406425600,408120804,1
195,104,221,38025,10816,48841,1
3880,183,3881,15054400,33489,15062161,0
67202,5238,66440,4516108804,27436644,4414273600,0
432,2574,2610,186624,6625476,6812100,1
587,251,422,344569,63001,178084,0
188,46,190,35344,2116,36100,0
258,35,260,66564,1225,67600,0
51,52,53,2601,2704,2809,0
124800,3160,124840,15575040000,9985600,15585025600,1
268632,6474,268710,72163151424,41912676,72205064100,1
4948,147,4949,24482704,21609,24492601,0
78,71,79,6084,5041,6241,0
288641,10327,285528,83313626881,106646929,81526238784,0
0,0,0,0,0,0,1
1238,87,1239,1532644,7569,1535121,0
45936,4002,46110,2110116096,16016004,2126132100,1
1023,15840,15873,1046529,250905600,251952129,1
124,0,124,15376,0,15376,1
13248,564,13260,175509504,318096,175827600,1
3944,57120,57256,15555136,3262694400,3278249536,1
146520,3293,146557,21468110400,10843849,21478954249,1
1,90,91,1,8100,8281,0
22801,2082,21667,519885601,4334724,469458889,0
15010,2204,14946,225300100,4857616,223382916,0
2356,22320,22444,5550736,498182400,503733136,1
2459,671,2486,6046681,450241,6180196,0
0,50,50,0,2500,2500,1
26641,3321,24058,709742881,11029041,578787364,0
4717,209880,209933,22250089,44049614400,44071864489,1
136082,8240,134642,18518310724,67897600,18128468164,0
12601,1491,12508,158785201,2223081,156450064,0
291,388,485,84681,150544,235225,1
53312,3234,53410,2842169344,10458756,2852628100,1
90804,1953,90825,8245366416,3814209,8249180625,1
326,72,328,106276,5184,107584,0
224,768,800,50176,589824,640000,1
8134,199200,199366,66161956,39680640000,39746801956,1
9021,437472,437565,81378441,191381750784,191463129225,1
679,56,681,461041,3136,463761,0
320,33,321,102400,1089,103041,0
85,14,86,7225,196,7396,0
70201,4001,68898,4928180401,16008001,4746934404,0
2271,94,2272,5157441,8836,5161984,0
131560,5850,131690,17308033600,34222500,17342256100,1
277,208,343,76729,43264,117649,0
15288,1225,15337,233722944,1500625,235223569,1
61,62,62,3721,3844,3844,0
11897,1875,11848,141538609,3515625,140375104,0
354,67,356,125316,4489,126736,0
5676,121968,122100,32216976,14876193024,14908410000,1
53,39,55,2809,1521,3025,0
7,8,9,49,64,81,0
25976,2735,24641,674752576,7480225,607178881,0
153,3900,3903,23409,15210000,15233409,1
4636,141360,141436,21492496,19982649600,20004142096,1
4730,130032,130118,22372900,16908321024,16930693924,1
7917,360180,360267,62678889,129729632400,129792311289,1
2178,440,2222,4743684,193600,4937284,1
1388,165,1390,1926544,27225,1932100,0
65520,3198,65598,4292870400,10227204,4303097604,1
29482,3212,29214,869188324,10316944,853457796,0
30722,2882,29884,943841284,8305924,893053456,0
217,119,219,47089,14161,47961,0
10080,696,10104,101606400,484416,102090816,1
2171,148,2173,4713241,21904,4721929,0
1414,63,1415,1999396,3969,2002225,0
3154,113,3155,9947716,12769,9954025,0
75853,5312,72345,5753677609,28217344,5233799025,0
24109,3942,20753,581243881,15539364,430687009,0
4512,54050,54238,20358144,2921402500,2941760644,1
1418,604,1518,2010724,364816,2304324,0
616,3360,3416,379456,11289600,11669056,1
333200,6732,333268,111022240000,45319824,111067559824,1
296353,10718,291807,87825100609,114875524,85151325249,0
44609,3217,44178,1989962881,10349089,1951695684,0
3268,30960,31132,10679824,958521600,969201424,1
912,17316,17340,831744,299843856,300675600,1
39713,2920,39273,1577122369,8526400,1542368529,0
3061,174,3062,9369721,30276,9375844,0
134641,6197,132522,18128198881,38402809,17562080484,0
35511,3560,35689,1261031121,12673600,1273704721,1
1026,29232,29250,1052676,854509824,855562500,1
120962,7502,119504,14631805444,56280004,14281206016,0
29610,1288,29638,876752100,1658944,878411044,1
17786,2256,16514,316341796,5089536,272712196,0
1502,135,1504,2256004,18225,2262016,0
2177,154,2179,4739329,23716,4748041,0
68,51,69,4624,2601,4761,0
328300,6633,328367,107780890000,43996689,107824886689,1
139873,7362,135485,19564456129,54199044,18356185225,0
1418,124,1420,2010724,15376,2016400,0
978,139,980,956484,19321,960400,0
37555,2088,37613,1410378025,4359744,1414737769,1
598,6864,6890,357604,47114496,47472100,1
50960,3780,51100,2596921600,14288400,2611210000,1
14352,1150,14398,205979904,1322500,207302404,1
4806,64792,64970,23097636,4198003264,4221100900,1
29640,2375,29735,878529600,5640625,884170225,1
51,17,53,2601,289,2809,0
1202,51,1203,1444804,2601,1447209,0
792,13056,13080,627264,170459136,171086400,1
1350,50616,50634,1822500,2561979456,2563801956,1
346752,8160,346848,120236949504,66585600,120303535104,1
1178,504,1258,1387684,254016,1582564,0
62,79,99,3844,6241,9801,0
194473,7920,191953,37819747729,62726400,36845954209,0
-47,0,47,2209,0,2209,1
29400,2030,29470,864360000,4120900,868480900,1
4400,120960,121040,19360000,14631321600,14650681600,1
158,109,159,24964,11881,25281,0
8372,192465,192647,70090384,37042776225,37112866609,1
1761,80,1762,3101121,6400,3104644,0
162,65,163,26244,4225,26569,0
105338,6664,103686,11096094244,44408896,10750786596,0
117648,6364,117820,13841051904,40500496,13881552400,1
188481,7906,186653,35525087361,62504836,34839342409,0
450,1080,1170,202500,1166400,1368900,1
43955,4443,43694,1932042025,19740249,1909165636,0
11762,2172,10174,138344644,4717584,103510276,0
846,125,847,715716,15625,717409,0
18362,2260,18138,337163044,5107600,328987044,0
